filename;rms_mean;rms_std;zcr_mean;zcr_std;tempo;n_beats;spectral_centroid_mean;spectral_centroid_std;spectral_rolloff_mean;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std;chroma_stft_mean;chroma_stft_std
YOASOBI - IDOL (RiraN Remix).mp3;3038311;10617404;1,78E+16;7,06E+13;[172.265625];375;3,47E+15;6,17E+15;7,13E+15;31864065;11836404;49179047;2171589;-59265394;12487562;10861129;10527538;-14381769;9072235;488029;8093457;5970167;69349895;5249352;69178634;16210135;658541;4870524;6947654;-25159293;63251176;38716345;6057514;61359603;61236687;49678427;2681066
y2mate.com - BACK2BACK.mp3;4703997;20137832;6,61E+15;2,69E+16;[123.046875];270;1,67E+16;6,70E+15;3,33E+15;-11497773;10775449;13730875;52583282;-30795313;29510986;-4239826;25368622;-27675455;15216169;78480034;15260801;-29138346;14786932;5237801;14297469;22511861;954244;75684175;12911305;3331529;75000267;634992;69674935;33108678;6210259;48551422;28544033
Fatin Shidqia Lubis-Pumped Up Kicks.mp3;34667864;6911357;1,05E+16;4,65E+16;[129.19921875];290;2,24E+16;5,88E+15;4,90E+15;979489;50751194;104101616;23940763;-9855005;17099272;44683975;140893;-17913317;1004039;21782658;11877512;-13580859;9178853;1664016;8558272;-1257327;8824048;15356246;74108806;-13061276;801712;8701105;663213;-1023244;6652366;35295624;288584
jkt48-aitakata.mp3;21026008;4718603;1,86E+16;4,94E+15;[95.703125];232;3,20E+16;4,80E+15;6,59E+15;4646341;54393238;5309624;17017666;-13416018;17329277;25391285;10198588;11425966;9241383;9602385;81988535;38749533;77048335;9150046;70751953;44923897;6928475;42586565;61833987;-49381475;6936765;50494223;6668904;-42620354;6705456;41635916;2751652
0158093a04c2aaEHlMgRQW.mp3;77208996;17319134;1,12E+16;4,29E+15;[151.99908088];274;2,26E+14;4,32E+16;4,58E+15;-13208386;4384465;9121359;20534311;-25201683;22635626;43504665;16964283;-74639173;12495448;20366018;12675278;-4112747;10082811;39887278;79270334;-10520262;8727247;7611498;8396306;-50094833;884078;-605677;68850875;-4362402;7261856;42913726;2865406
y2mate.com - GLORY.mp3;31072;16895886;5,67E+16;4,19E+15;[86.1328125];205;1,52E+16;5,02E+16;3,24E+16;-7196389;60664257;12130397;28114054;-34786336;19672672;24303835;15033199;-2775181;13899627;12004194;11736319;-22656915;8968683;9915299;10291831;42678776;83061905;8233203;8484211;22301857;9253374;4711491;66223187;-16037265;60088267;46568182;28685108
Get Off The Phone Song - Rhett & Link[LaguDB.Com].mp3;22488917;10386649;9,09E+15;5,00E+16;[129.19921875];323;2,08E+16;7,36E+15;4,24E+15;-6461775;9944956;9984434;26911581;-7556515;26138054;28184103;16833323;11604546;14813049;-11982235;15083099;44320235;1129926;29817212;10892892;-73032017;10009317;61690145;9130725;-2663363;92763;3154968;8203267;-3493239;8792446;4248276;29673937
JKT48 - Shonici (Accoustic ver.).mp3;24241094;5079388;1,02E+16;5,94E+16;[117.45383523];236;2,99E+16;8,18E+15;6,40E+15;-8463557;6575768;43111755;25814087;27393307;28679186;46928604;19169134;8854064;16014719;17908264;18246674;13654451;11787876;-15055475;15797266;8482537;12900744;55395722;107872925;-83672905;9863967;-30745528;8358363;-10333909;8470698;3054993;31459728
FullHouse OST Sha La La Humming.mp3;12482756;6626956;1,08E+16;7,74E+15;[99.38401442];151;2,37E+15;1,06E+16;5,04E+15;-14411493;1323808;8510001;3628802;10631614;21891304;19409815;18324015;-3286972;12323258;9741714;12559001;13568996;1178886;229637;10015821;-15657599;9897043;33699014;10044408;-5749628;9157963;-21492906;8603279;-58978143;846527;34940535;2994371
BLOOM LOVE.mp3;3823498;19551195;6,08E+16;5,98E+15;[123.046875];275;2,19E+15;1,34E+16;4,81E+15;-8133529;13674817;8978351;5652189;12697269;30080584;14940453;18923258;31081333;13003028;7198808;12753348;35404813;9832127;55023723;9563988;2142766;7181356;8595787;7475209;30009623;7012189;8309054;6645327;9137797;78538623;5313277;29529765
Pandji - Untuk Indonesia.mp3;23949008;12434098;7,78E+15;5,22E+15;[117.45383523];398;2,06E+16;7,84E+15;4,52E+15;-8571293;7464517;9398533;31507301;23982372;26435925;27865845;20027872;12301199;14895006;155228615;15923141;-40160174;125758915;8168361;11634601;-22329432;12464832;10482184;11448076;13927492;9870192;43790684;9439992;-34761348;9283889;4501603;30898276
arya wiguna - demi tuhan (speech composing by @ekagustiwana).mp3;2183052;7056352;8,43E+15;4,38E+16;[123.046875];308;1,86E+15;6,61E+15;3,81E+15;-6620759;8322665;117447136;34448795;-16484701;22967264;11345993;14220748;-11386681;1405518;5341692;15255714;-22274687;11833025;5847014;11404011;-8647995;103635845;39227698;9737974;-51796417;8238469;47639623;75548134;-60766287;8105428;35225788;2943195
y2mate.com - Fluxxwave Slowed  Reverb.mp3;19650644;71945556;6,54E+15;2,68E+16;[143.5546875];366;1,91E+16;4,69E+16;4,38E+15;-76770096;62716713;10318586;19447664;8880344;14146068;28036743;10560603;13518687;861546;15780483;8247593;-40581208;6961067;4796936;6644874;-8076525;67486043;2337127;9740006;-48576206;8708153;44055567;8039658;-30127347;7362111;45758003;27972567
Linkin Park - Faint.mp3;22220783;94223365;1,57E+16;4,91E+16;[135.99917763];363;2,80E+15;5,34E+15;5,45E+15;-834917;8920486;68374756;24286922;-2806931;1976119;1443232;17457726;-26767666;12501082;18653508;1197662;-7065657;12267021;25558357;9616372;-1567029;10414465;72046036;9083815;-35584207;7980935;6100902;9352276;-71733246;76511464;42316273;2912786
(G)I-DLE - MY BAG.mp3;31586346;13135354;1,06E+16;8,78E+14;[95.703125];250;2,75E+15;1,01E+16;6,08E+15;-42267212;10380361;7527635;3674403;16275312;36220726;15510981;21166445;20705626;16305069;15689497;15160678;65915675;1285414;70956316;13096203;34429147;11256432;22630095;10623904;21454597;9323022;1331858;8937004;2814687;8736687;47788554;2974383
LE SSERAFIM - Perfect Night.mp3;28321978;1304031;7,36E+15;4,89E+16;[135.99917763];350;2,14E+15;8,25E+15;4,79E+15;-7557717;91545906;9508022;32886745;60097513;27241484;19087133;20848999;6574983;1671999;5433417;1581929;175582;12713025;-36286557;15606358;3955195;11166188;3744136;12216925;-69124007;11025075;37824705;10298161;-20044708;11222239;37097254;3015703
The LEGO Movie - Everything is AWESOME!!!.mp3;24653989;9771752;1,46E+15;6,87E+15;[151.99908088];394;2,99E+16;8,40E+15;6,16E+14;-24606583;10228598;56777256;2376736;-4467174;22439161;25128172;18705769;57682858;13897836;10674184;13304289;6335684;9928773;10471463;9273698;-11292473;10185951;8990234;8795767;-3472287;843121;4613759;7723422;-16094477;8088443;4330501;29630044
Hitak - I-'m Good (Blue).mp3;24803872;10631988;2,02E+16;8,51E+15;[151.99908088];386;3,60E+15;8,10E+15;7,46E+15;-87186414;9445647;48028133;26262907;82682955;16952383;16289972;11958047;71529236;9909522;88415235;14132417;10426806;11103886;14701669;10301186;-24129848;9647985;5412769;8643743;-28187218;9021302;-7556155;8874318;-33079515;7976735;44215417;28880787
LE SSERAFIM - No Celestial.mp3;2790655;10518226;1,64E+16;8,41E+15;[135.99917763];356;3,34E+16;8,41E+15;6,98E+15;2646423;9437991;53605045;24445723;8147915;17784271;237931;14264062;38978813;12659409;8029574;12245019;30005076;10516589;33715818;9346742;37761776;9484342;4376125;8975462;-37036257;7760973;31990943;8216528;-24633095;77937436;4153029;29358378
YENA - WICKED LOVE.mp3;26088336;9500713;1,53E+15;8,25E+15;[83.35433468];225;3,21E+15;9,48E+14;6,95E+15;-13312171;8840055;61225666;3261301;-37017674;26131586;40384107;18471338;-18377045;1654212;9447671;16464354;-3579383;1377623;-5499328;15031213;-12588674;13606979;8631509;105281515;-959282;12583921;-9612709;10289945;-44454126;10292678;3311316;30079764
Daniel Deluxe Caution.mp3;27273738;18456723;4,70E+15;3,60E+16;[95.703125];254;1,75E+16;9,47E+15;3,95E+16;-10178278;6666476;11814377;4932968;48299575;31113361;19747427;1613409;15198726;13830519;20180883;1209651;6914903;10232169;14821111;101201725;40368495;78039813;54488907;8560828;7544754;67951097;53654113;6493248;12492876;64362993;5168968;27661756
Rossa - Ayat Ayat Cinta.mp3;21003158;9632917;1,07E+16;8,36E+14;[86.1328125];309;2,30E+16;9,69E+15;4,89E+15;-9253187;13043422;9185881;35098278;31958716;24482344;16288954;13371528;31419146;11025515;8638579;1250597;8463088;1070346;-15978283;10607454;-7461883;10025566;29987202;1097307;-14826927;1213136;-25754237;10348547;-10880943;9638398;29576764;29792434
Tuty Wibowo-No Comment.mp3;21347347;8411619;8,11E+15;4,23E+15;[161.49902344];453;2,15E+15;8,18E+14;4,89E+15;-7604994;9520248;9862979;35275055;15288668;19315325;21705439;129902725;38385026;975821;75266843;10094443;-2913175;7827392;-17880501;7846393;-19790475;9080426;2719871;9490366;-27628658;8616195;58484584;77618732;-34545276;8074184;35550487;29711288
Joan_Jet_and_the_BlackHearts_-_I_Love_Rock_N_Roll_(heminei.com)_(4796).mp3;13475344;5450324;1,33E+16;5,02E+15;[95.703125];252;2,43E+16;6,03E+15;4,68E+15;-7388522;7690596;8868451;28718872;-38087723;19105392;25213572;1721032;-968805;12861159;5573576;1143149;87403226;11647332;15121274;9179158;62639017;8811503;2572812;9349116;13793455;7276149;4883967;7319796;-71422186;7503784;41865253;29406738
lenka - don't let me fall (1).mp3;20463811;10222648;7,66E+12;5,37E+15;[112.34714674];313;1,88E+16;8,76E+15;3,93E+16;-11219737;12540431;10859629;3643807;23181434;20862066;15301023;14700406;84644;11250061;-11076988;12883082;35883877;1119556;-27482915;10841786;-94031984;8344534;-14210074;8588023;-5213732;73639307;-31009073;8969586;-57338495;9289751;28856283;2962137
(G)I-DLE - I Want That.mp3;2988369;111077555;7,55E+15;5,35E+15;[117.45383523];340;2,33E+14;9,06E+15;5,33E+15;-47275627;8681268;8777757;31745565;14063291;20955606;2004232;17626099;1048507;14273847;16428034;13149178;12324101;122379875;5311867;11834039;464225;110611105;54033184;9438736;12194796;889414;9188963;7956986;1254971;8252059;4316768;30255255
ITZY - In the morning.mp3;24518846;107689306;1,17E+15;7,16E+15;[143.5546875];399;2,90E+16;7,86E+14;6,19E+15;-41431965;81921394;63720123;2838797;-16097945;24852474;21901068;17329855;6580678;13284231;8457707;129642935;8661374;10492601;55285225;10178666;69304385;10690334;84809065;9160176;-19049966;9041086;49417677;8597123;8509858;8048668;46649092;2966137
YENA - SMILEY(Feat. BIBI).mp3;2858823;82287736;1,32E+15;6,55E+15;[151.99908088];383;3,10E+16;9,22E+15;6,72E+15;-13266458;10109901;61486942;28723732;38705778;25536453;13908932;16917702;5443256;1521376;9419825;13864378;11026377;11280984;646046;11017723;64698753;11163049;53447866;9690492;-28140407;9394513;49150534;9144974;-2780305;8032125;37776086;29675075
We Are Magonia - Loading... (Ghostrunner II Original Soundtrack).mp3;23836748;11364791;7,93E+14;6,02E+15;[103.359375];288;2,03E+16;1,16E+16;4,20E+14;-83145065;1144412;10819575;61920563;-8314736;31577217;28256006;23129122;7169857;1378501;9240043;1770311;29466584;11629563;55722814;13827161;-9070141;10822536;18454709;10889647;-11445674;9649591;11483325;898849;-26345692;8126774;5106055;27535236
LE SSERAFIM - The Great Mermaid.mp3;26223835;8914688;1,26E+16;6,10E+15;[95.703125];272;2,94E+16;8,40E+15;6,64E+14;-180524;8614264;7148261;34152;25206318;19662836;11054629;12495593;9746973;10515998;42033453;10682673;52929845;9924629;56876745;10528388;9557488;8852035;11110019;8692579;-1380624;8910018;9054055;76893954;4450821;7708842;4241885;290688
Meneketehe (Special Mix).mp3;26843804;107866816;1,22E+16;6,98E+15;[123.046875];424;3,06E+15;7,67E+15;6,96E+15;-22571642;56179665;6488885;22434658;21070606;18809095;18902706;12491839;45730953;11904762;9875846;10677993;11199552;11107467;7301035;9700449;10982132;8504488;34394867;8327214;-20887764;8066463;37848804;8099045;-4009327;7094121;41490456;29536524
Sub Zero Project - 200 Beathoven.mp3;31414634;21848945;1,16E+16;7,41E+15;[99.38401442];108;2,75E+16;8,26E+14;5,97E+15;-2762402;12835474;67360855;3070237;-61216125;1997171;14230743;15379414;2768816;12624945;56944227;10370715;74721026;8931765;5472344;9485363;24074981;8423525;49173574;8634848;5258073;7540462;35363936;6812321;1733465;58495293;4779753;29968756
God Must Have Spent a Little More Time on You.mp3;19438396;8253901;8,25E+15;6,57E+15;[172.265625];666;2,21E+16;9,12E+15;5,11E+15;-1018141;9043831;892391;3197798;21235687;20457233;29669119;17629772;1602257;12543429;12303436;11661651;-14258722;10245115;11702905;9762655;-28569064;9072409;45548444;11201861;-34032996;8773724;22980945;8543686;-38194017;8617613;3406216;30784425
Jangan Jangan.mp3;17490701;8204541;1,12E+15;7,60E+15;[129.19921875];440;2,57E+15;1,00E+16;5,80E+15;-953333;11554468;81894356;37857304;11914145;20599463;14947532;1317525;8779646;93520775;13095009;10622107;-33811632;9474207;1869341;10404057;-29049633;8984075;9100889;11217166;25762646;8371032;12410637;9097525;-17904389;8705003;41179127;2936784
Secondhand Serenade - Fall For You.mp3;15620153;95098756;1,02E+16;6,67E+15;[172.265625];495;2,16E+16;9,18E+15;4,42E+15;-13310979;14628645;8940453;34426373;-8051897;20887573;19709133;18412874;32873805;13768813;16099678;16702698;-6566683;1122251;67337143;14865676;-11862698;11691653;68858814;12750604;-10217884;9536558;6944742;11274936;-9730386;9034747;29348806;29967028
LE SSERAFIM - No-Return (Into the unknown).mp3;2812762;12033407;1,22E+15;7,69E+15;[161.49902344];466;2,83E+16;8,88E+15;6,10E+15;-44406555;9971384;6201816;31536493;49192533;26407026;17441395;1991533;11147465;16106575;63220243;12671211;70043087;10746484;743217;9957966;4594507;9865792;100070305;9211886;-154923;8665941;39306808;8518396;-15363319;9542278;40428546;3051578
Imagine Dragons, Radioactive HD.mp3;29176575;13329792;9,30E+14;5,18E+15;[135.99917763];415;2,02E+16;7,21E+15;4,20E+15;-28052652;87850555;10432915;31026045;-13828799;17623165;24006195;15220939;-41040063;12387355;6076525;9904001;-4194366;9329388;8186159;9029947;-41846642;8832138;28130467;9566664;-11422553;8971977;28855522;8418409;-1548275;75866337;37988952;29407004
The sweetest day-vanessa williams.mp3;13069299;6300094;5,86E+16;4,17E+16;[143.5546875];469;1,60E+16;7,90E+15;3,44E+15;-1712523;9373291;12094706;34769943;25869873;25842836;24107845;15902041;78923225;12433512;12404272;13030549;77351747;13050508;38119097;10150893;-14518754;9941757;57937117;11740682;-7935684;9908597;9869886;9277374;-52753873;9353404;33312684;29313335
Tracy Kuen-Kepiting Laut.mp3;16997847;6933434;1,25E+16;8,04E+15;[161.49902344];479;3,03E+15;9,40E+15;6,87E+15;-6995397;85084885;6903924;29168432;18441523;1556707;19435524;13479139;13070829;11451009;11438412;11400189;53997245;9059894;55265956;8614837;-19139211;77348676;51372766;77938724;-55636635;6643647;17360953;68057704;-37976854;6326694;4011993;29454947
Silento - Watch Me.mp3;15318558;109744966;1,34E+16;9,10E+15;[92.28515625];275;2,71E+15;1,17E+16;5,15E+16;-14215419;1051901;56061447;37565815;-27782545;3553656;52321267;25455826;-8655254;23769213;-1821049;19550837;-8399673;19803225;-1413922;154771;-9878195;14263963;-4251319;1296068;-8318698;12871359;2531526;12564091;-44581814;12308554;3822181;30713794
Linkin Park - Numb.mp3;2842383;98021045;1,20E+16;4,91E+14;[112.34714674];333;2,54E+15;6,85E+15;5,22E+15;-24409087;10089687;8100078;26389574;-1139771;17304068;2039595;13402832;11289405;12325292;625649;11004657;-14619062;11489726;6058513;74401836;21475534;8381883;6480285;8534126;17808408;8138802;4674237;8131542;-4026517;7474332;3615865;2859483
KORDHELL - KILLERS FROM THE NORTHSIDE.mp3;4170737;23191586;6,62E+15;4,22E+15;[129.19921875];371;2,18E+16;1,09E+16;4,57E+15;-52790848;12388013;9385846;51332146;-30661793;26566895;21230164;24463408;40796766;15716781;4370966;1569053;91412514;15505158;7381602;15477679;-2503257;14613985;39340749;12744535;3936687;10860654;40821953;863896;5859798;8019093;5136609;29635113
Bunga - Kasih Jangan Kau Pergi.mp3;24426353;9518906;8,55E+15;4,11E+16;[92.28515625];287;2,11E+16;5,13E+15;4,55E+15;-384074;60624622;9933924;18702614;-131755;14736999;23861568;14207164;656552;10201187;12618876;8393683;-5635477;9434691;11378908;71574864;-68262258;6603913;65254545;79759116;-6178147;70756574;-21761901;71947045;-8883973;6330829;3486045;29039538
Love You Like A Love Song.mp3;2645933;9810599;1,23E+15;7,54E+15;[117.45383523];355;2,95E+16;8,52E+15;6,64E+15;-3667391;92818474;68723274;2683446;10390216;22627209;13449691;18239368;7929296;12959999;4157903;14808422;5623438;10615116;42215557;1140016;2528267;10181553;9484695;11382899;-5984871;10901454;45681186;8686926;-3674682;8771039;3686492;30664217
Selena Gomez - Love You Like A Love Song.mp3;2645933;9810599;1,23E+15;7,54E+15;[117.45383523];355;2,95E+16;8,52E+15;6,64E+15;-3667391;92818474;68723274;2683446;10390216;22627209;13449691;18239368;7929296;12959999;4157903;14808422;5623438;10615116;42215557;1140016;2528267;10181553;9484695;11382899;-5984871;10901454;45681186;8686926;-3674682;8771039;3686492;30664217
Yovie & Nuno - Sempat memiliki.mp3;22871341;10054311;7,30E+15;3,42E+15;[123.046875];487;1,82E+16;6,24E+15;3,81E+15;-7597497;9946803;11633685;2896152;-39775748;25611856;14850884;14360839;74734592;11971286;4838107;10337901;-4109492;9990946;27928514;949176;-1416041;8844892;6382767;8639164;-6047292;8323254;-12737982;7688089;-5944589;75339303;31409925;2944403
Avenged sevenfold - Streets.mp3;29163632;7028753;1,13E+16;4,69E+15;[99.38401442];292;2,54E+15;5,82E+15;5,37E+16;3832106;7711591;7528156;21096575;-818724;1621864;3857755;11169442;12310113;73555274;7576985;76903467;3188182;7543623;11883895;73335447;25809274;6491045;45474916;6257492;-53234637;5423909;913471;6092943;35149133;514959;4474697;28338528
y2mate.com - Ghost In The Machine.mp3;33826977;11640583;9,98E+15;9,19E+15;[103.359375];319;2,74E+15;9,92E+14;5,87E+15;-22623278;9976675;6632373;39423397;2669915;24837133;26662428;23195072;63092527;16418541;10151298;14121357;58300247;1274012;10419448;12099699;28178126;9903603;5802436;8735393;3168392;9414044;622935;77030215;-71169394;70751433;55140305;27375135
y2mate.com - Instruments of Retribution.mp3;17834845;11213361;5,53E+15;3,08E+16;[135.99917763];430;1,67E+16;6,74E+15;3,51E+15;-10259345;9098925;127507355;3593291;-34427469;2449569;14842026;22461477;-18324174;14105508;4832498;10112566;38925197;8786638;10729234;8176423;340335;63200383;6452094;61386275;3537278;5796142;6257147;5725256;-1251315;50976624;560701;25141096
I‘m Not Okay.mp3;27700287;6917938;1,41E+16;4,53E+16;[89.10290948];240;2,71E+16;5,96E+15;5,50E+16;22479845;7879619;7570047;19928825;-16974802;16643042;25794935;12469393;-6586059;10562405;87315235;8794829;19260805;8007352;999371;746424;10034164;68660927;588035;8424174;-558831;64830174;5800909;7156366;-48812512;646807;4075067;28691953
Maroon 5 - Maps (Lyric).mp3;97365946;45808114;9,66E+15;3,94E+16;[117.45383523];311;2,53E+16;6,15E+15;5,74E+15;-14205748;8952136;8131776;2179546;10596489;1918929;155990305;15824946;-35851626;11707385;14214853;11050013;-14101158;10314043;700495;8865985;-52009696;8173277;31815176;89464445;-2161195;8312581;26587615;9156811;-14998258;7699767;32863748;3027877
y2mate.com - Death Wish.mp3;30125463;99324964;5,37E+16;7,25E+14;[123.046875];270;1,50E+16;8,66E+15;2,99E+16;-6664707;12532677;14439336;62617393;-1341502;2619952;19394642;25528294;-4315459;987272;75453053;11593492;-2807274;74374237;3144295;678017;-31902895;62519393;14555013;6457168;-33812222;78677554;94582814;68870196;-3863745;61926947;49917004;2710606
GDFR.mp3;34141546;15228426;9,78E+15;7,86E+15;[143.5546875];450;2,75E+15;9,60E+15;5,96E+15;-3539644;820856;638576;3651283;-5999448;22414728;15577834;2111243;12112381;1569837;96771965;14959532;29814456;12587501;11808725;1187224;-925702;119613495;10118493;10821752;38146636;11054591;11569989;12179682;69104753;11498189;46001428;29921517
LE SSERAFIM - Eve, Psyche & the Bluebeard’s wife (English Ver.).mp3;347479;12009733;1,03E+16;7,81E+15;[143.5546875];434;2,99E+15;9,40E+15;7,01E+15;-37924797;8717501;64005035;27607157;24260586;32460545;1530858;18679972;13504235;1626571;8441293;16564499;36356027;13381043;5065645;116078;2799254;12727172;7860976;11814564;-72368817;994632;53532233;10932394;-1660146;10274781;4800816;290091
